0	3.25
0.00003125	3.25
0.0000625	3.25
0.00009375	3.25
0.000125	3.25
0.00015625	3.25
0.0001875	3.25
0.00021875	3.25
0.00025	3.25
0.00028125	3.25
0.0003125	3.25
0.00034375	3.25
0.000375	3.25
0.00040625	3.25
0.0004375	3.25
0.00046875	3.25
0.0005	3.25
0.00053125	3.25
0.0005625	3.25
0.00059375	3.25
0.000625	3.25
0.00065625	3.25
0.0006875	3.25
0.00071875	3.25
0.00075	3.25
0.00078125	3.25
0.0008125	3.25
0.00084375	3.25
0.000875	3.25
0.00090625	3.25
0.0009375	3.25
0.00096875	3.25
0.001	3.25
0.00103125	3.25
0.0010625	3.25
0.00109375	3.25
0.001125	3.25
0.00115625	0
0.0011875	0
0.00121875	0
0.00125	0
0.00128125	0
0.0013125	0
0.00134375	0
0.001375	0
0.00140625	0
0.0014375	3.25
0.00146875	3.25
0.0015	0
0.00153125	0
0.0015625	0
0.00159375	3.25
0.001625	3.25
0.00165625	3.25
0.0016875	3.25
0.00171875	3.25
0.00175	3.25
0.00178125	3.25
0.0018125	0
0.00184375	0
0.001875	0
0.00190625	3.25
0.0019375	3.25
0.00196875	3.25
0.002	3.25
0.00203125	3.25
0.0020625	3.25
0.00209375	3.25
0.002125	0
0.00215625	0
0.0021875	0
0.00221875	0
0.00225	3.25
0.00228125	3.25
0.0023125	3.25
0.00234375	3.25
0.002375	3.25
0.00240625	3.25
0.0024375	3.25
0.00246875	3.25
0.0025	0
0.00253125	0
0.0025625	0
0.00259375	3.25
0.002625	3.25
0.00265625	3.25
0.0026875	0
0.00271875	0
0.00275	0
0.00278125	0
0.0028125	0
0.00284375	0
0.002875	0
0.00290625	0
0.0029375	0
0.00296875	0
0.003	0
0.00303125	0
0.0030625	0
0.00309375	0
0.003125	0
0.00315625	3.25
0.0031875	3.25
0.00321875	3.25
0.00325	3.25
0.00328125	3.25
0.0033125	0
0.00334375	0
0.003375	0
0.00340625	0
0.0034375	3.25
0.00346875	3.25
0.0035	3.25
0.00353125	3.25
0.0035625	3.25
0.00359375	3.25
0.003625	3.25
0.00365625	3.25
0.0036875	3.25
0.00371875	3.25
0.00375	3.25
0.00378125	3.25
0.0038125	3.25
0.00384375	3.25
0.003875	3.25
0.00390625	3.25
0.0039375	3.25
0.00396875	3.25
0.004	3.25
0.00403125	0
0.0040625	0
0.00409375	0
0.004125	0
0.00415625	0
0.0041875	3.25
0.00421875	3.25
0.00425	3.25
0.00428125	3.25
0.0043125	3.25
0.00434375	3.25
0.004375	3.25
0.00440625	3.25
0.0044375	3.25
0.00446875	3.25
0.0045	3.25
0.00453125	3.25
0.0045625	3.25
0.00459375	3.25
0.004625	3.25
0.00465625	3.25
0.0046875	3.25
0.00471875	3.25
0.00475	3.25
0.00478125	3.25
0.0048125	3.25
0.00484375	3.25
0.004875	3.25
0.00490625	3.25
0.0049375	3.25
0.00496875	3.25
